budget,original_title,popularity,first_company_name,revenue,vote_average,vote_count,genre
40000000,Medicine Man,7.021871,Hollywood Pictures,0,5.8,114,Adventure
40000000,Aliens vs Predator: Requiem,39.381913,Twentieth Century Fox Film Corporation,41797066,4.9,740,Fantasy
40000000,Ri¢hie Ri¢h,14.398356,Davis Entertainment,0,5.4,415,Comedy
65000000,Autumn in New York,8.680334,Lakeshore Entertainment,0,5.7,135,Drama
40000000,Music and Lyrics,17.659032,Village Roadshow Pictures,145896422,6.2,554,Comedy
40000000,Paul,43.151268,Universal Pictures,97552050,6.5,1789,Adventure
40000000,The Guilt Trip,15.283444,Paramount Pictures,41863726,5.4,284,Comedy
40000000,Scream 4,35.21926,Dimension Films,97138686,6.1,902,Horror
40000000,8MM,25.580272,Columbia Pictures Corporation,96618699,6.1,474,Thriller
38000000,The Doors,10.794175,Imagine Entertainment,34416893,6.7,275,Drama
40000000,Sex Tape,72.641296,Escape Artists,126069509,5.3,1695,Comedy
40000000,Hanging Up,3.415534,Laurence Mark Productions,36037909,5.0,40,Comedy
47000000,Final Destination 5,38.555482,New Line Cinema,157887643,5.9,866,Horror
0,Mickey Blue Eyes,6.786117,Castle Rock Entertainment,0,5.3,140,Comedy
40000000,Pay It Forward,24.313684,Bel Air Entertainment,55707411,7.0,432,Drama
30000000,Fever Pitch,9.965073,Fox 2000 Pictures,50451307,5.9,182,Comedy
40000000,Drillbit Taylor,15.055732,Paramount Pictures,0,5.5,275,Comedy
0,A Million Ways to Die in the West,32.808675,Media Rights Capital,0,5.8,1468,Comedy
25000000,The Shadow,8.178203,Universal Pictures,48063435,5.4,138,Adventure
40000000,Extremely Loud & Incredibly Close,31.066874,Paramount Pictures,55247881,6.9,708,Drama
40000000,Morning Glory,22.491388,Bad Robot,58785180,6.1,412,Comedy
40000000,Get Rich or Die Tryin',12.885985,Paramount Pictures,46442528,6.3,186,Drama
40000000,The Art of War,7.832337,Amen Ra Films,30199105,5.6,135,Crime
40000000,Rent,10.433667,Columbia Pictures,31670620,6.7,155,Drama
40000000,Bless the Child,3.321949,Paramount Pictures,0,4.9,71,Drama
75000000,The Out-of-Towners,4.842626,Paramount Pictures,29000000,5.0,45,Comedy
40000000,The Island of Dr. Moreau,13.210898,New Line Cinema,49627779,4.6,147,Fantasy
40000000,The Musketeer,3.296933,Crystal Sky Worldwide,27053815,5.2,56,Action
35000000,The Other Boleyn Girl,22.939557,Columbia Pictures,0,6.4,477,Drama
40000000,Sweet November,19.372805,Bel Air Entertainment,65754228,6.4,278,Drama
40000000,The Reaping,13.445697,Village Roadshow Pictures,62771059,5.4,205,Horror
500000,Mean Streets,17.002096,Scorsese Productions,3000000,7.2,345,Drama
40000000,Renaissance Man,4.516953,Cinergi Pictures Entertainment,24332324,5.9,81,Comedy
40000000,Colombiana,33.785969,TF1 Films Production,60965854,6.5,824,Action
40000000,Quest for Camelot,16.059443,Warner Bros.,38172500,6.9,190,Fantasy
40000000,City By The Sea,3.476966,Warner Bros. Pictures,22433915,5.7,92,Crime
0,At First Sight,5.778724,Metro-Goldwyn-Mayer (MGM),0,5.9,48,Drama
40000000,Torque,7.360793,Village Roadshow Pictures,46546197,4.7,119,Action
0,City Hall,3.621837,Columbia Pictures,0,6.0,67,Drama
45000000,Showgirls,14.513305,United Artists,20350754,4.9,256,Drama
40000000,Marie Antoinette,22.364549,American Zoetrope,60474340,6.5,642,Drama
40000000,Kiss of Death,6.90894,Twentieth Century Fox Film Corporation,0,5.7,81,Action
63600000,Get Carter,4.494788,Franchise Pictures,19412993,4.8,145,Action
42000000,Lo imposible,47.559928,Summit Entertainment,180274123,7.0,2025,Thriller
55000000,Ishtar,2.410546,Columbia Pictures,14375181,4.2,28,Action
40000000,Fantastic Mr. Fox,41.258956,Twentieth Century Fox Film Corporation,46471023,7.5,1176,Adventure
40000000,Life or Something Like It,8.980846,Regency Enterprises,16872671,5.7,124,Comedy
40000000,Memoirs of an Invisible Man,7.222985,Regency Enterprises,14358033,5.7,125,Comedy
10000000,Le fabuleux destin d'Amélie Poulain,73.720244,France 3 Cinéma,173921954,7.8,3310,Comedy
0,New York Minute,10.0403,DiNovi Pictures,0,5.5,185,Comedy
60000000,Alfie,15.219263,Paramount Pictures,13395939,5.6,248,Comedy
40000000,Big Miracle,8.303696,Universal Pictures,24719215,6.6,152,Adventure
38000000,The Deep End of the Ocean,4.746085,Columbia Pictures Corporation,28121100,5.9,54,Drama
40000000,FearDotCom,6.756886,Milagro Films,18902015,3.2,105,Horror
40000000,Cirque du Freak: The Vampire's Assistant,16.424807,Universal Pictures,28169671,5.5,348,Adventure
40000000,Duplex,15.590001,Miramax Films,19322135,5.9,482,Action
0,Soul Men,5.483671,Dimension Films,0,6.3,47,Comedy
0,Raise the Titanic,1.630541,ITC Entertainment,0,5.2,21,Action
45000000,Universal Soldier: The Return,14.566664,TriStar Pictures,10667893,4.2,135,Action
33000000,Pandorum,28.353517,Impact Pictures,20645327,6.5,774,Action
40000000,Impostor,9.579975,Dimension Films,0,6.1,135,Action
40000000,Extreme Ops,2.911819,Paramount Pictures,10959475,5.0,28,Action
0,Just Visiting,10.844882,Gaumont,0,4.8,171,Comedy
50000000,Sunshine,51.502884,DNA Films,32017803,7.0,1182,Science Fiction
40000000,A Thousand Words,13.119133,Paramount Pictures,22044277,6.0,373,Drama
40000000,Delgo,4.238482,Fathom Studios,0,5.4,15,Adventure
40000000,The Gunman,26.935458,StudioCanal,13644292,5.5,392,Action
40000000,Stormbreaker,16.282962,Isle of Man Film,23937870,5.1,213,Adventure
20000000,Disturbia,31.690456,Paramount Pictures,117760134,6.6,1006,Thriller
20000000,Hackers,17.842246,United Artists,7563728,6.2,398,Action
0,The Hunting Party,8.048305,Intermedia Films,0,6.6,96,Action
30000000,The Hudsucker Proxy,14.188982,PolyGram Filmed Entertainment,0,7.1,275,Comedy
40000000,投名狀,6.884467,Applause Pictures,0,6.3,83,Action
25000000,Nomad,8.212018,Wild Bunch,0,4.3,17,Action
39200000,Snowpiercer,64.238688,CJ Entertainment,86758912,6.7,2854,Action
25000000,Un monstre à Paris,17.375562,Europa Corp,0,6.5,313,Adventure
0,The Last Shot,6.7698,Touchstone Pictures,0,5.9,15,Action
15000000,The Crow,44.690107,Miramax Films,94000000,7.3,953,Fantasy
40000000,Baahubali: The Beginning,16.254032,Arka Media Works,100000000,7.5,135,Action
39000000,The Time Traveler's Wife,37.492928,New Line Cinema,101229792,6.7,798,Drama
0,Because I Said So,18.678415,Universal Pictures,69485490,5.8,191,Comedy
39000000,Frankenweenie,27.908783,Tim Burton Productions,35287788,6.6,932,Animation
39000000,Serenity,45.388937,Universal Pictures,38869464,7.4,1264,Science Fiction
39000000,Against the Ropes,2.817364,Paramount Pictures,6614280,4.5,32,Romance
39000000,Superman III,22.164202,Warner Bros.,75850624,5.3,490,Comedy
40000000,Grudge Match,21.362949,Gerber Pictures,44907260,6.0,433,Comedy
80341000,Chi bi,14.8375,Metropolitan Filmexport,127814609,7.1,205,Adventure
30000000,Sweet Home Alabama,18.256028,Touchstone Pictures,180622424,6.0,394,Comedy
38000000,The Ugly Truth,22.332927,Lakeshore Entertainment,205298907,6.4,972,Comedy
0,Sgt. Bilko,5.417787,Imagine Entertainment,0,5.5,94,Comedy
38000000,Spy Kids 2: The Island of Lost Dreams,24.085144,Dimension Films,119723358,5.3,521,Action
38000000,Star Trek: Generations,14.779041,Paramount Pictures,120000000,6.4,452,Science Fiction
3860000,一代宗師,19.947265,The Weinstein Company,64076736,6.3,273,Action
38000000,Water for Elephants,16.801218,Ingenious Media,114156230,6.7,850,Drama
40000000,Dragon Nest: Warriors' Dawn,5.057695,Mili Pictures,0,6.8,19,Adventure
50000000,The Hurricane,20.825781,Universal Pictures,73956241,7.2,396,Drama
38000000,Enough,11.500783,Winkler Films,51801187,6.2,264,Drama
35000000,Heartbreakers,13.932203,Davis Entertainment,0,5.7,254,Crime
38000000,Paul Blart: Mall Cop 2,41.258487,Columbia Pictures,107597242,5.0,567,Action
53000000,Angel Eyes,6.454634,Epsilon Motion Pictures,29700000,5.6,88,Drama
38000000,Joe Somebody,5.257009,Regency Enterprises,0,5.5,40,Comedy
38000000,The Ninth Gate,30.359164,Bac Films,58401898,6.3,756,Horror
38000000,Extreme Measures,3.426555,Columbia Pictures,17380126,5.7,80,Drama
57000000,Rock Star,11.60815,Bel Air Entertainment,16991902,6.0,190,Music
10000000,Precious,18.664624,Smokewood Entertainment Group,47536959,6.9,417,Drama
38000000,White Squall,10.047579,Hollywood Pictures,10300000,6.3,86,Action
15000000,The Thing,52.731379,Universal Pictures,19629760,7.8,1588,Horror
38000000,Riddick,46.630062,One Race Productions,98337295,6.2,2035,Science Fiction
37000000,Switchback,4.131546,Paramount Pictures,6482195,5.8,52,Action
0,Texas Rangers,5.641978,Dimension Films,0,5.4,19,Action
55000000,City of Ember,23.465539,Playtone,17869048,6.2,605,Adventure
32000000,The Master,25.682509,Ghoulardi Film Company,28258060,7.0,701,Drama
38000000,Virgin Territory,6.760922,Ingenious Film Partners,5410749,4.3,75,Adventure
40000000,The Express,3.87823,Davis Entertainment,9793496,7.1,71,Drama
38000000,The 5th Wave,57.889964,Columbia Pictures,109906372,5.6,1945,Adventure
37000000,Creed,57.773583,New Line Cinema,173567581,7.3,1915,Drama
37000000,The Town,24.218358,Legendary Pictures,154026136,7.0,1468,Crime
40000000,What to Expect When You're Expecting,27.009723,Alcon Entertainment,79700000,5.8,594,Romance
37000000,Burn After Reading,31.941347,Mike Zoss Productions,163720069,6.5,1222,Comedy
37000000,Nim's Island,14.353279,Walden Media,100076342,5.6,330,Adventure
38000000,Rush,33.003828,Revolution Films,90247624,7.7,2277,Drama
37000000,Magnolia,30.993736,New Line Cinema,48451803,7.5,825,Drama
30000000,Cop Out,25.825771,Warner Bros.,55583804,5.3,511,Action
38000000,How to Be Single,46.078371,New Line Cinema,112343513,5.9,1201,Comedy
37000000,Dolphin Tale,6.63839,Alcon Entertainment,95404397,6.7,163,Drama
37000000,Twilight,127.084938,Summit Entertainment,392616625,5.8,3561,Adventure
36000000,John Q,27.465433,New Line Cinema,102244770,7.0,594,Drama
65000000,Blue Streak,16.865782,Columbia Pictures,117758500,6.1,352,Action
37000000,We're the Millers,100.348805,New Line Cinema,269994119,6.8,2972,Comedy
36500000,Obitaemyy Ostrov,2.785832,Art Pictures Studio,21834845,5.3,23,Action
36000000,Breakdown,9.176339,Paramount Pictures,50159144,6.6,198,Drama
36000000,Never Say Never Again,23.380757,PSO International,160000000,5.8,338,Adventure
36000000,Hot Tub Time Machine,33.926473,United Artists,64572262,6.0,894,Science Fiction
36000000,Dolphin Tale 2,6.967857,Alcon Entertainment,52424533,6.7,96,Family
42000000,Reindeer Games,11.470135,Dimension Films,32168970,5.4,173,Thriller
36000000,A Man Apart,19.854932,New Line Cinema,44350926,5.8,258,Action
37000000,Aloha,29.652536,Scott Rudin Productions,26250020,5.2,692,Drama
0,Ghosts of Mississippi,8.102925,Columbia Pictures,0,6.2,40,History
0,Snow Falling on Cedars,2.79483,Universal Pictures,0,6.3,32,Drama
37000000,The Rite,11.492474,New Line Cinema,96047633,5.8,556,Drama
36000000,Gattaca,70.398356,Columbia Pictures,12532777,7.5,1808,Thriller
36000000,Isn't She Great,1.068453,Universal Pictures,3003296,4.6,14,Drama
37000000,Space Chimps,6.293217,Starz Media,63800345,5.2,99,Animation
0,Head of State,3.457194,DreamWorks SKG,0,5.3,71,Comedy
35000000,The Hangover,82.21166,Legendary Pictures,459270619,7.2,6173,Comedy
36000000,葉問3,19.167377,Mandarin Films Distribution Co.,156844753,6.5,379,Action
33000000,Austin Powers: The Spy Who Shagged Me,18.316151,New Line Cinema,310940086,6.2,1011,Adventure
35000000,Batman,44.104469,PolyGram Filmed Entertainment,411348924,7.0,2096,Fantasy
0,There Be Dragons,6.668679,,0,5.9,27,Drama
35000000,Lethal Weapon 3,36.172182,Silver Pictures,321731527,6.4,811,Adventure
29000000,The Blind Side,25.767395,Alcon Entertainment,309208309,7.2,1597,Drama
35000000,Spy Kids,21.543389,Dimension Films,147934180,5.5,867,Action
35000000,Horrible Bosses,50.309843,New Line Cinema,117000000,6.5,2277,Comedy
38000000,True Grit,49.292384,Paramount Pictures,252276927,7.2,1668,Drama
35000000,The Devil Wears Prada,83.893257,Twentieth Century Fox Film Corporation,326551094,7.0,3088,Comedy
35000000,Star Trek: The Motion Picture,24.616634,Paramount Pictures,139000000,6.2,530,Science Fiction
35000000,Identity Thief,34.005726,Stuber Productions,173965010,5.6,1645,Comedy
35000000,Cape Fear,27.714043,Universal Pictures,182300000,7.0,675,Crime
35000000,21,45.149948,Columbia Pictures,69823199,6.5,1375,Drama
35000000,Trainwreck,72.774941,Universal Pictures,140795793,5.9,1181,Comedy
35000000,Guess Who,3.74263,Columbia Pictures,68915888,5.5,225,Comedy
27000000,The English Patient,29.381878,Miramax Films,231976425,7.0,542,Drama
35000000,L.A. Confidential,24.860326,Regency Enterprises,126216940,7.7,1310,Crime
35000000,Sky High,11.041659,Walt Disney Pictures,86369815,5.8,550,Adventure
35000000,In & Out,11.897925,Paramount Pictures,0,6.3,177,Comedy
35000000,Species,23.607071,Metro-Goldwyn-Mayer (MGM),113374103,5.5,453,Science Fiction
1800000,A Nightmare on Elm Street,38.204158,New Line Cinema,25504513,7.2,1180,Horror
33000000,The Cell,25.413955,New Line Cinema,104155843,6.0,436,Horror
0,The Man in the Iron Mask,28.98027,United Artists Corporation,0,6.3,1018,Action
35000000,Secretariat,9.525037,Walt Disney Pictures,60251371,6.8,103,Drama
34000000,TMNT,18.39217,The Weinstein Company,95608995,6.0,345,Adventure
32000000,Radio,9.254647,Revolution Studios,52277485,6.8,141,Drama
35000000,Friends with Benefits,40.526587,Castle Rock Entertainment,150483765,6.5,2237,Romance
35000000,Neighbors 2: Sorority Rising,50.179171,Universal Pictures,108758521,5.6,1462,Comedy
35000000,Saving Mr. Banks,31.957947,Walt Disney Pictures,112544580,7.3,1226,Comedy
34000000,Malcolm X,19.822791,JVC Entertainment,48169908,7.2,370,Drama
35000000,This Is 40,38.429648,Apatow Productions,88058786,5.6,896,Comedy
35000000,Old Dogs,13.707843,Walt Disney Pictures,92219310,5.2,210,Comedy
35000000,Underworld: Rise of the Lycans,51.927471,Lakeshore Entertainment,91353501,6.2,1428,Fantasy
35000000,License to Wed,14.503568,Village Roadshow Pictures,69307224,5.2,253,Comedy
0,The Benchwarmers,6.74556,Columbia Pictures,0,5.2,242,Comedy
30000000,Must Love Dogs,11.120167,Team Todd,58405313,5.8,140,Comedy
35000000,Donnie Brasco,40.370442,TriStar Pictures,41954997,7.4,1147,Crime
33000000,Resident Evil,40.715623,Impact Pictures,102984862,6.4,2065,Horror
10700000,Poltergeist,36.230204,SLM Production Group,122200000,7.0,794,Horror
0,The Ladykillers,23.666229,Mike Zoss Productions,0,6.0,415,Comedy
35000000,Max Payne,25.903237,Dune Entertainment,85416905,5.2,613,Action
40000000,In Time,60.231382,Regency Enterprises,173930596,6.7,3417,Action
35000000,The Back-Up Plan,18.38292,Escape Artists,77477008,5.7,458,Comedy
35000000,Something Borrowed,14.029012,Alcon Entertainment,59901913,5.9,296,Comedy
0,Black Knight,15.913783,Twentieth Century Fox Film Corporation,0,5.1,287,Adventure
35000000,The Bad News Bears,6.889633,Paramount Pictures,35323292,6.9,97,Comedy
35000000,Street Fighter,19.286099,Universal Pictures,99423521,4.1,325,Action
35000000,The Pianist,50.587541,Bac Films,120072577,8.0,1864,Drama
35000000,The Nativity Story,3.721272,New Line Cinema,0,6.4,35,Drama
40000000,House of Wax,17.157738,Village Roadshow Pictures,68766121,5.5,677,Horror
27000000,Closer,22.636908,Columbia Pictures,115505027,6.7,811,Drama
35000000,J. Edgar,28.069419,Imagine Entertainment,84606030,6.0,741,Drama
35000000,Mirrors,19.774543,Regency Enterprises,72436439,6.0,485,Horror
35000000,Queen of the Damned,11.644243,Village Roadshow Pictures,45479110,5.4,239,Drama
35000000,Predator 2,27.934978,Twentieth Century Fox Film Corporation,57120318,5.9,730,Science Fiction
35000000,Untraceable,12.677505,Lakeshore Entertainment,32483410,5.9,238,Drama
35000000,Blast from the Past,8.737058,New Line Cinema,40263020,6.3,245,Comedy
35000000,Flash Gordon,12.343507,Dino De Laurentiis Company,27107960,6.1,233,Science Fiction
35000000,Jersey Girl,14.699342,Miramax Films,36098382,5.8,325,Comedy
45000000,Alex Cross,14.513243,Summit Entertainment,30353232,5.1,300,Action
35000000,Midnight in the Garden of Good and Evil,5.525544,Warner Bros.,25105255,6.3,157,Crime
8900000,Heist,15.079993,Emmett/Furla Films,4100000,5.6,318,Crime
35000000,Nanny McPhee and the Big Bang,23.835055,Universal Pictures,93246388,6.0,436,Comedy
35000000,Hoffa,5.926966,Jersey Films,0,6.1,81,Crime
30000000,The X Files: I Want to Believe,25.454549,Twentieth Century Fox Film Corporation,68369434,5.5,523,Drama
31000000,Ella Enchanted,22.71592,World 2000 Entertainment,27388767,5.9,437,Family
35000000,Concussion,35.120736,Columbia Pictures,50363790,7.0,823,Drama
35000000,Abduction,19.893646,Lions Gate Films,82087155,5.6,961,Thriller
35000000,Valiant,14.051852,Vanguard Films,19478106,5.2,235,Animation
35000000,Wonder Boys,9.011729,Paramount Pictures,0,6.9,161,Comedy
35000000,Superhero Movie,19.088655,Dimension Films,25871834,4.9,379,Action
56000000,Broken City,29.490057,Regency Enterprises,19701164,5.7,593,Thriller
35000000,Cursed,11.195593,Craven-Maddalena Films,19294901,5.1,167,Horror
35000000,Premium Rush,17.709888,Pariah Entertainment Group,31083599,6.2,832,Crime
35000000,Hot Pursuit,18.262017,New Line Cinema,51680201,5.4,647,Action
35000000,The Four Feathers,10.10364,Paramount Pictures,29882645,6.5,159,War
35000000,Parker,28.670477,SND,46216641,5.7,1455,Action
31000000,Wimbledon,16.736734,Universal Pictures,41512007,6.0,293,Comedy
35000000,Furry Vengeance,13.668633,Summit Entertainment,39340177,4.6,149,Comedy
30000000,Bait,9.780588,Pictures in Paradise,0,5.3,191,Action
27000000,Krull,9.904881,Columbia Pictures Corporation,16519460,5.8,129,Fantasy
35000000,Lions for Lambs,9.789027,Cruise/Wagner Productions,63215872,6.0,216,Action
35000000,Flight of the Intruder,6.81729,Paramount Pictures,0,5.7,31,Action
35000000,Walk Hard: The Dewey Cox Story,10.73522,Columbia Pictures Corporation,18317151,6.6,212,Comedy
0,The Shipping News,11.1399,Miramax Films,0,6.4,108,Drama
35000000,American Outlaws,6.727949,Morgan Creek Productions,13678913,5.7,55,Action
35000000,The Young Victoria,16.343317,GK Films,27409889,7.0,322,Drama
40000000,Whiteout,14.818718,StudioCanal,12206028,5.3,220,Action
32000000,The Tree of Life,43.862456,Fox Searchlight Pictures,54674226,6.5,987,Drama
33000000,Knock Off,2.706207,TriStar Pictures,0,4.7,64,Action
35000000,Sabotage,27.903999,Open Road Films,17508518,5.5,555,Action
35000000,The Order,3.746806,Twentieth Century Fox Film Corporation,11560806,4.8,91,Drama
20500000,Punisher: War Zone,17.112498,Lionsgate,10089373,5.6,294,Action
35000000,Zoom,10.304172,Columbia Pictures,12506188,4.9,135,Family
35000000,The Walk,37.335721,TriStar Pictures,61181942,6.9,1121,Adventure
0,Warriors of Virtue,0.912395,China Film Co-Production Corporation,0,4.7,9,Fantasy
35000000,A Good Year,16.782471,Fox 2000 Pictures,42064105,6.5,357,Comedy
35000000,Radio Flyer,3.503408,Columbia Pictures,4651977,6.6,53,Drama
35000000,Bound by Honor,9.122828,Hollywood Pictures,0,7.7,115,Action
35000000,Smilla's Sense of Snow,5.419181,Fox Searchlight Pictures,0,6.6,60,Action
35000000,Femme Fatale,9.07278,Epsilon Motion Pictures,16838910,6.2,142,Thriller
35000000,Lion of the Desert,2.864979,Falcon International Productions,0,7.4,34,Action
35000000,Le Hussard sur le toit,2.877488,France 2 Cinéma,15000000,6.7,25,War
38000000,Ride with the Devil,5.516207,Universal Pictures,635096,6.6,49,Drama
0,Biutiful,13.930763,Ikiru Films,25147786,7.0,291,Drama
35000000,Bandidas,20.27704,Ultra Films,10496317,5.8,307,Action
0,Black Water Transit,0.126738,Capitol Films,0,0.0,0,Drama
34000000,The Maze Runner,131.815575,Ingenious Media,348319861,7.0,5371,Action
35000000,Unfinished Business,16.832312,Studio Babelsberg,14431253,5.0,320,Comedy
34000000,The Age of Innocence,9.133747,Columbia Pictures,32255440,7.0,169,Drama
35000000,The Fountain,24.606012,Regency Enterprises,15304890,6.8,827,Drama
70000000,Chill Factor,3.276912,Warner Bros.,11263966,5.3,29,Action
35000000,Stolen,16.830184,Saturn Films,2106557,5.1,344,Action
41677699,崖の上のポニョ,39.58676,Studio Ghibli,187479518,7.5,926,Animation
34000000,The Longest Ride,41.946523,Fox 2000 Pictures,63013281,7.3,1064,Drama
75000000,The Astronaut's Wife,20.697556,New Line Cinema,19598588,5.4,254,Drama
34000000,I Dreamed of Africa,1.656695,Columbia Pictures,0,5.3,18,Romance
35000000,Playing for Keeps,17.932561,Evil Twins,0,5.4,240,Comedy
35000000,Mandela: Long Walk to Freedom,15.50957,Distant Horizons,27330000,6.5,224,Drama
32000000,Reds,4.602185,Barclays Mercantile Industrial Finance,40382659,7.1,67,Drama
40000000,A Few Good Men,40.379966,David Brown Productions,243240178,7.1,877,Drama
50000000,Exit Wounds,12.601306,Village Roadshow Pictures,79958599,5.3,110,Action
30000000,Big Momma's House,24.389194,Twentieth Century Fox Film Corporation,173959438,5.6,506,Crime
34000000,The House of Magic,12.867326,StudioCanal,0,6.3,121,Family
30000000,The Darkest Hour,23.328823,Summit Entertainment,64626786,4.8,469,Horror
33000000,Step Up Revolution,29.775441,Summit Entertainment,140470746,6.7,663,Music
33000000,Snakes on a Plane,19.642328,New Line Cinema,62022014,5.1,497,Action
33000000,The Watcher,7.339908,Universal Pictures,0,4.9,110,Mystery
33000000,The Punisher,35.099611,Lions Gate Films,54700105,6.1,766,Action
30000000,Goal!: The Dream Begins,16.541791,Touchstone Pictures,27610873,6.6,238,Drama
30000000,Safe,31.92695,Lawrence Bender Productions,40346186,6.3,799,Action
33000000,Pushing Tin,9.060642,Regency Enterprises,0,5.7,116,Comedy
32350000,Return of the Jedi,46.509071,Lucasfilm,572700000,7.9,4665,Adventure
30000000,Doomsday,21.538222,Rogue Pictures,22211426,5.8,363,Action
32000000,The Reader,33.923786,Studio Babelsberg,113019290,7.2,813,Drama
35000000,Wanderlust,20.908494,Relativity Media,24159934,5.3,394,Comedy
32000000,Elf,16.901954,New Line Cinema,173398518,6.4,987,Comedy
32000000,Phenomenon,15.039407,Touchstone Pictures,152036382,6.2,323,Drama
33000000,Snow Dogs,13.655735,Walt Disney Pictures,0,5.3,185,Adventure
0,Scrooged,21.620317,Paramount Pictures,60328000,6.7,390,Fantasy
32000000,Nacho Libre,14.642055,Paramount Pictures,80197993,5.6,359,Comedy
32500000,Bridesmaids,17.107065,Universal Pictures,288383523,6.5,1661,Comedy
32000000,This Is the End,38.21708,Columbia Pictures,126041322,6.3,2359,Action
29000000,Stigmata,14.993169,FGM Entertainment,50041732,6.0,242,Horror
32000000,Men of Honor,24.147269,Fox 2000 Pictures,48814909,7.0,544,Drama
32000000,Takers,18.47242,Rainforest Films,69055695,6.0,394,Action
35000000,The Big Wedding,18.84332,Millenium Films,21819348,5.7,414,Comedy
32000000,"Big Mommas: Like Father, Like Son",15.901137,Twentieth Century Fox Film Corporation,83615414,5.3,313,Crime
32000000,Source Code,59.19888,The Mark Gordon Company,147332697,7.1,2699,Thriller
32000000,Alive,14.48851,Paramount Pictures,36733909,6.7,374,Action
30000000,The Number 23,23.197408,New Line Cinema,77566815,6.3,1018,Thriller
33000000,The Young and Prodigious T.S. Spivet,10.651202,Epithète Films,9494789,6.7,232,Adventure
35000000,1941,10.032626,Columbia Pictures,31755742,5.6,143,Action
0,Dreamer: Inspired By a True Story,6.048743,DreamWorks SKG,0,6.3,67,Drama
32000000,A History of Violence,34.628738,New Line Cinema,60740827,6.9,832,Drama
32000000,Transporter 2,47.5612,Canal Plus,85167639,6.2,1061,Action
32000000,The Quick and the Dead,16.473355,TriStar Pictures,18552460,6.3,427,Action
28000000,Laws of Attraction,6.201404,New Line Cinema,30016165,5.6,104,Action
32000000,Bringing Out the Dead,15.560918,Paramount Pictures,0,6.6,225,Drama
32000000,Repo Men,25.799697,Universal Pictures,18409891,6.2,620,Action
70000000,디워,4.822033,Younggu-Art Movies,53587404,4.0,104,Fantasy
32000000,Bogus,3.379454,Regency Enterprises,0,5.4,44,Fantasy
30000000,The Incredible Burt Wonderstone,26.9385,New Line Cinema,27437881,5.3,724,Comedy
32000000,Cats Don't Dance,4.098444,Warner Bros. Pictures,3566637,7.1,24,Animation
0,Cradle Will Rock,4.901553,Touchstone Pictures,0,7.2,18,Drama
32000000,The Good German,5.347936,Warner Bros.,5914908,5.9,86,War
32000000,George and the Dragon,4.120549,Carousel Picture Company,0,5.0,13,Adventure
31500000,Apocalypse Now,49.973462,United Artists,89460381,8.0,2055,Drama
32000000,Going the Distance,13.611544,New Line Cinema,42045846,6.0,262,Comedy
0,Mr. Holland's Opus,6.775294,Hollywood Pictures,106269971,6.9,113,Music
31500000,Criminal,27.891012,Lionsgate,14708696,5.7,557,Action
31000000,Out of Africa,13.864975,Universal Pictures,128499205,7.0,279,Drama
31000000,Flight,42.213765,Paramount Pictures,161772375,6.5,2415,Drama
34000000,Moonraker,29.887404,United Artists,210308099,5.9,541,Action
30000000,The Grand Budapest Hotel,74.417456,Fox Searchlight Pictures,174600318,8.0,4519,Comedy
31000000,Hearts in Atlantis,7.06762,Castle Rock Entertainment,24185781,6.4,131,Drama
31000000,Arachnophobia,15.895661,Amblin Entertainment,53208180,6.2,433,Comedy
31000000,Frequency,19.258041,New Line Cinema,68106245,7.0,462,Crime
31000000,Vacation,47.753598,New Line Cinema,104384188,6.2,1195,Comedy
30250000,Get Shorty,15.585138,Jersey Films,115101622,6.4,302,Comedy
45000000,Chicago,32.217425,Miramax Films,306776732,6.9,677,Action
34200000,Big Daddy,34.86859,Columbia Pictures,234801895,6.1,875,Comedy
30000000,American Pie 2,36.432598,Universal Pictures,287553595,6.0,1344,Comedy
30000000,Toy Story,73.640445,Pixar Animation Studios,373554033,7.7,5269,Animation
30000000,Speed,49.526736,Twentieth Century Fox Film Corporation,350448145,6.8,1783,Action
30000000,The Vow,26.780961,Spyglass Entertainment,196114570,7.0,1293,Drama
31000000,Extraordinary Measures,6.487344,Double Feature Films,15134293,6.0,89,Drama
30000000,Remember the Titans,25.996219,Walt Disney Pictures,136706683,7.4,821,Drama
30000000,The Hunt for Red October,46.212155,Paramount Pictures,199200000,7.2,957,Action
25000000,The Butler,32.105328,Laura Ziskin Productions,115922175,7.2,1101,Drama
20000000,DodgeBall: A True Underdog Story,41.156217,Twentieth Century Fox Film Corporation,167722310,6.2,981,Comedy
30000000,The Addams Family,37.179547,Paramount Pictures,191502426,6.7,848,Horror
30000000,Ace Ventura: When Nature Calls,34.391792,O Entertainment,212385533,6.1,1099,Crime
37000000,The Princess Diaries,40.176265,Walt Disney Pictures,165335153,6.5,1023,Comedy
26000000,The First Wives Club,10.704596,Scott Rudin Productions,116400000,6.5,166,Comedy
33000000,Se7en,79.579532,New Line Cinema,327311859,8.1,5765,Crime
30000000,District 9,63.13678,WingNut Films,210819611,7.3,3382,Science Fiction
30000000,The SpongeBob SquarePants Movie,27.870755,Paramount Pictures,140161792,6.7,574,Animation
25000000,Mystic River,31.242999,Village Roadshow Pictures,156822020,7.6,1422,Thriller
30000000,Million Dollar Baby,70.456012,Lakeshore Entertainment,216763646,7.7,2439,Drama
80000000,Analyze This,29.415229,Spring Creek Productions,176885658,6.4,503,Comedy
